split_input,create_mkdir,send_splits,map,shuffle,reduce,send_reduce,result,valid_result,total,static_res,nb_machines
0.00041604042053222656,1.1685566902160645,0.26875805854797363,0.25519227981567383,0.7130880355834961,0.2615368366241455,0.26685500144958496,0.003983020782470703,1,2.941561222076416,0.002695798873901367,2
0.0004868507385253906,1.178767204284668,0.2776813507080078,0.2685661315917969,0.8947372436523438,0.26703500747680664,0.2724771499633789,0.004971981048583984,1,3.1681249141693115,0.002695798873901367,3
0.0005466938018798828,1.5386719703674316,0.33501601219177246,0.35062575340270996,1.2995710372924805,0.3774862289428711,0.307096004486084,0.0053310394287109375,1,4.2180187702178955,0.002695798873901367,4
0.0006589889526367188,1.4910829067230225,0.34211301803588867,0.3582499027252197,1.5129890441894531,0.3455190658569336,0.3275628089904785,0.0052509307861328125,1,4.387078046798706,0.002695798873901367,5
0.0007600784301757812,1.4910340309143066,0.3367021083831787,0.3557240962982178,1.9751548767089844,0.34501099586486816,0.31337499618530273,0.003737926483154297,1,4.8248090744018555,0.002695798873901367,6
0.0008130073547363281,1.5505261421203613,0.32566094398498535,0.3663790225982666,2.2029690742492676,0.3721191883087158,0.32219481468200684,0.0035789012908935547,1,5.14717698097229,0.002695798873901367,7
0.0009150505065917969,1.545046091079712,0.34111714363098145,0.36840319633483887,2.5555942058563232,0.368894100189209,0.32430386543273926,0.003531932830810547,1,5.51064395904541,0.002695798873901367,8
0.0009410381317138672,1.5839672088623047,0.34339094161987305,0.3644700050354004,2.7824900150299072,0.3744330406188965,0.32962512969970703,0.003114938735961914,1,5.7852301597595215,0.002695798873901367,9
0.0009992122650146484,1.56231689453125,0.339648962020874,0.3736140727996826,3.039285898208618,0.3851890563964844,0.3327159881591797,0.0018031597137451172,1,6.037321090698242,0.002695798873901367,10
0.0011310577392578125,1.5651521682739258,0.34431982040405273,0.39757585525512695,3.395063877105713,0.3637371063232422,0.32254791259765625,0.0015451908111572266,1,6.392495155334473,0.002695798873901367,11
0.0028829574584960938,1.6105389595031738,0.3659360408782959,0.36185288429260254,3.6698732376098633,0.36601996421813965,0.3233671188354492,0.002644062042236328,1,6.705351114273071,0.002695798873901367,12
0.0012538433074951172,1.5161681175231934,0.3385138511657715,0.4017658233642578,3.8826303482055664,0.3667409420013428,0.3311901092529297,0.0030257701873779297,1,6.843832969665527,0.002695798873901367,13
0.001363992691040039,1.5546619892120361,0.36731600761413574,0.3645298480987549,4.380231857299805,0.3784620761871338,0.3341970443725586,0.0030040740966796875,1,7.386202812194824,0.002695798873901367,14
0.0012581348419189453,1.5500433444976807,0.35282087326049805,0.38806986808776855,4.573841094970703,0.41088318824768066,0.3438222408294678,0.0030579566955566406,1,7.626287221908569,0.002695798873901367,15
0.0011849403381347656,1.5744659900665283,0.38202595710754395,0.3672778606414795,4.915390968322754,0.3929710388183594,0.3437466621398926,0.002753019332885742,1,7.982004165649414,0.002695798873901367,16
0.001547098159790039,1.7065138816833496,0.349351167678833,0.39101409912109375,5.058652877807617,0.36092686653137207,0.35428714752197266,0.0028867721557617188,1,8.227605819702148,0.002695798873901367,17
0.0015521049499511719,1.7329866886138916,0.3620171546936035,0.41037917137145996,5.487315893173218,0.3713252544403076,0.33708786964416504,0.0019168853759765625,1,8.706339120864868,0.002695798873901367,18
0.0015859603881835938,1.687345027923584,0.37858104705810547,0.3798840045928955,5.708332777023315,0.36331820487976074,0.34357476234436035,0.002885103225708008,1,8.867723941802979,0.002695798873901367,19
0.0017070770263671875,1.718817949295044,0.3874349594116211,0.3779730796813965,6.156513214111328,0.6210429668426514,0.3786299228668213,0.0035347938537597656,1,9.64839482307434,0.002695798873901367,20
0.0017681121826171875,1.740116834640503,0.379957914352417,0.4081859588623047,6.289702892303467,0.37877392768859863,0.39012598991394043,0.003437042236328125,1,9.594561100006104,0.002695798873901367,21
0.0020542144775390625,1.909519910812378,0.40485692024230957,0.41724705696105957,6.645122051239014,0.398972749710083,0.36420583724975586,0.004047870635986328,1,10.149089097976685,0.002695798873901367,22
0.002149820327758789,1.726672887802124,0.369035005569458,0.39408183097839355,6.78258490562439,0.4242591857910156,0.3661458492279053,0.003185749053955078,1,10.070672750473022,0.002695798873901367,23
0.0017800331115722656,1.7296350002288818,1.339341163635254,0.3918271064758301,7.0883917808532715,0.44736790657043457,0.3762080669403076,0.002618074417114258,1,11.379359006881714,0.002695798873901367,24
0.002377033233642578,1.7081263065338135,0.39118003845214844,0.3884131908416748,7.435640096664429,0.3984551429748535,0.3648190498352051,0.0036520957946777344,1,10.695183992385864,0.002695798873901367,25
0.002003908157348633,1.7515850067138672,0.36246395111083984,0.3945002555847168,7.7275941371917725,0.5166130065917969,0.35222721099853516,0.0026607513427734375,1,11.111721277236938,0.002695798873901367,26
0.002141237258911133,1.77451491355896,0.3860030174255371,0.4154231548309326,7.948207855224609,0.37386584281921387,0.36412978172302246,0.002244234085083008,1,11.26831316947937,0.002695798873901367,27
0.002138853073120117,1.7754080295562744,0.38286375999450684,0.39076805114746094,8.01949167251587,0.39211606979370117,0.4084908962249756,0.003323078155517578,1,11.376891851425171,0.002695798873901367,28
0.002670764923095703,1.7867529392242432,0.41906213760375977,0.40759801864624023,8.448719263076782,0.3842589855194092,0.3783290386199951,0.003174304962158203,1,11.833090782165527,0.002695798873901367,29
0.0026128292083740234,1.8529601097106934,0.38812708854675293,0.41327500343322754,9.533814907073975,0.3853180408477783,0.4018900394439697,0.0034449100494384766,1,12.983695983886719,0.002695798873901367,30
