split_input,create_mkdir,send_splits,map,shuffle,reduce,send_reduce,result,valid_result,total,static_res,nb_machines
2.373861312866211,1.2335219383239746,11.26827597618103,5.812723159790039,37.897915840148926,15.050760984420776,7.229922771453857,12.769012928009033,1,115.99364709854126,13.40858006477356,2
2.3277459144592285,1.2197730541229248,10.562471151351929,6.259014129638672,31.231813192367554,14.336303949356079,7.921154975891113,12.58653974533081,1,109.74445915222168,13.40858006477356,3
2.322904109954834,1.6731648445129395,11.505433082580566,4.9862658977508545,25.22043490409851,10.006428956985474,7.829799175262451,12.477036237716675,1,100.49780130386353,13.40858006477356,4
2.380750894546509,1.6950218677520752,10.422218799591064,4.034201145172119,20.988429069519043,7.480438947677612,5.912621736526489,12.415941953659058,1,89.72122502326965,13.40858006477356,5
2.292524814605713,1.5897529125213623,11.079012870788574,3.3062331676483154,18.73819875717163,6.762484788894653,5.8185341358184814,12.56687879562378,1,84.80787372589111,13.40858006477356,6
2.333542823791504,1.6509089469909668,10.228657960891724,2.900062322616577,15.978326082229614,5.346708059310913,5.972231149673462,12.2916579246521,1,79.0781798362732,13.40858006477356,7
2.3649086952209473,1.704284906387329,10.802328109741211,2.6277081966400146,14.751320838928223,5.018420219421387,8.726806879043579,12.312788963317871,1,80.95366287231445,13.40858006477356,8
2.356297016143799,1.6878619194030762,10.682582139968872,2.4730937480926514,14.73668384552002,4.712651014328003,5.284509181976318,11.933392763137817,1,80.3019368648529,13.40858006477356,9
2.3003761768341064,1.6464567184448242,10.92164397239685,2.2317419052124023,12.594510078430176,3.5816729068756104,7.80064582824707,11.460472822189331,1,75.87375712394714,13.40858006477356,10
2.2925572395324707,1.8244290351867676,10.188999891281128,2.1334760189056396,22.730146884918213,3.894719123840332,5.312519788742065,11.486861944198608,1,82.2668240070343,13.40858006477356,11
2.3192288875579834,1.7070698738098145,11.37810492515564,1.8941988945007324,11.982083082199097,3.2774789333343506,5.164429187774658,11.670979261398315,1,73.44790077209473,13.40858006477356,12
2.3282582759857178,1.7233638763427734,11.179450988769531,1.8001000881195068,11.161118268966675,3.1682329177856445,4.744945764541626,11.764878273010254,1,72.91558313369751,13.40858006477356,13
2.2971529960632324,1.7084779739379883,11.752254962921143,1.6731667518615723,10.749291896820068,2.7987351417541504,7.789480924606323,11.692757844924927,1,73.04020714759827,13.40858006477356,14
2.325920820236206,1.744523048400879,10.354456186294556,1.6390531063079834,11.467532634735107,2.765007734298706,6.4786741733551025,11.558948993682861,1,71.98443603515625,13.40858006477356,15
2.305678129196167,1.7128159999847412,10.767782211303711,1.6252250671386719,10.64869999885559,2.5596277713775635,7.251889944076538,11.470042943954468,1,71.58114409446716,13.40858006477356,16
2.3222362995147705,1.6879286766052246,10.617831945419312,1.4948949813842773,10.7500159740448,2.7636799812316895,8.150763034820557,11.6788809299469,1,75.24886584281921,13.40858006477356,17
2.2959001064300537,1.7787730693817139,9.69040298461914,1.3344690799713135,10.643923997879028,2.661992073059082,8.37677788734436,11.541693210601807,1,70.66673612594604,13.40858006477356,18
2.3855228424072266,1.665292739868164,11.008520364761353,1.3969659805297852,10.603317022323608,2.299069881439209,5.153735876083374,11.455788850784302,1,70.59851908683777,13.40858006477356,19
2.2841291427612305,1.7978382110595703,11.49776577949524,1.543091058731079,11.768184900283813,1.9519097805023193,8.61655592918396,11.314921140670776,1,74.95772695541382,13.40858006477356,20
2.3124988079071045,1.7825353145599365,14.511170864105225,1.462282657623291,11.7764573097229,2.357316255569458,7.68316912651062,11.437901258468628,1,78.73345375061035,13.40858006477356,21
2.295210123062134,1.7949378490447998,18.688122034072876,1.378443956375122,11.673824071884155,2.040365219116211,4.325247049331665,11.405979871749878,1,81.5306921005249,13.40858006477356,22
2.2937228679656982,1.8247661590576172,11.872797966003418,1.378861665725708,11.878034830093384,1.8358662128448486,4.808368921279907,11.39800500869751,1,72.20312809944153,13.40858006477356,23
2.3141019344329834,1.8554739952087402,13.808109998703003,1.3818690776824951,12.183001041412354,1.6317012310028076,4.5626208782196045,11.484508037567139,1,73.95245003700256,13.40858006477356,24
2.2862448692321777,1.8367302417755127,11.073691129684448,1.2833378314971924,12.183119058609009,1.9466450214385986,4.646716833114624,11.653367042541504,1,71.57795310020447,13.40858006477356,25
2.386763095855713,1.821605920791626,12.323986053466797,1.1904749870300293,12.188980340957642,1.9474940299987793,11.95198678970337,11.805375337600708,1,81.71995520591736,13.40858006477356,26
2.2915780544281006,1.8144347667694092,12.153674125671387,1.1619956493377686,12.364054918289185,1.9703559875488281,8.259557962417603,11.584405899047852,1,76.05649614334106,13.40858006477356,27
2.3135390281677246,1.8461401462554932,11.814916133880615,1.1382489204406738,12.489680767059326,1.5661299228668213,5.467397212982178,11.544238805770874,1,72.56059217453003,13.40858006477356,28
2.3012397289276123,2.0226078033447266,14.393715143203735,0.9044721126556396,13.332000017166138,1.4806599617004395,5.399407148361206,11.434215068817139,1,75.26415181159973,13.40858006477356,29
2.30100417137146,1.9127521514892578,14.323708057403564,0.8269257545471191,13.481429100036621,1.3581488132476807,4.8768699169158936,11.302976846694946,1,73.91676211357117,13.40858006477356,30
